date,cash,open_value,equity,drawdown_pct,open_positions,premium_at_risk,premium_at_risk_pct,killed
2018-08-27 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-08-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-08-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-08-30 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-08-31 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-10 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-13 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-17 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-20 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-21 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-24 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-27 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-09-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-01 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-02 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-03 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-10 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-16 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-17 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-22 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-23 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-24 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-30 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-10-31 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-01 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-02 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-13 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-16 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-20 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-21 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-23 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-27 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-11-30 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-03 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-10 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-13 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-17 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-20 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-21 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-24 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-27 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2018-12-31 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-02 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-03 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-10 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-16 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-17 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-22 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-23 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-24 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-30 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-01-31 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-01 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-13 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-20 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-21 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-22 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-27 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-02-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-01 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-13 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-20 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-21 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-22 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-27 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-03-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-01 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-02 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-03 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-10 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-16 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-17 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-22 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-23 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-24 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-04-30 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-01 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-02 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-03 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-10 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-13 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-16 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-17 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-20 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-21 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-22 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-23 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-24 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-30 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-05-31 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-03 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-10 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-13 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-17 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-20 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-21 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-24 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-27 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-06-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-01 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-02 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-03 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-10 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-16 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-17 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-22 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-23 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-24 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-30 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-07-31 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-01 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-02 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-13 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-16 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-20 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-21 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-22 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-23 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-27 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-08-30 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-03 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-10 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-13 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-16 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-17 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-20 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-23 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-24 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-27 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-09-30 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-01 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-02 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-03 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-10 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-16 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-17 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-21 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-22 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-23 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-24 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-30 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-10-31 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-01 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-13 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-20 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-21 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-22 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-27 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-11-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-12-02 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-12-03 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-12-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-12-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-12-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2019-12-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
